segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title	place	country
mn12:46.1	And this is what my rough living was like. The dust and dirt built up on my body over many years until it started flaking off. It’s like the trunk of a pale-moon ebony tree, which builds up bark over many years until it starts flaking off. But it didn’t occur to me: ‘Oh, this dust and dirt must be rubbed off by my hand or another’s.’ That didn’t occur to me. Such was my rough living.	mn12	46	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:47.1	And this is what my living in disgust of sin was like. I’d step forward or back ever so mindfully. I was full of pity even regarding a drop of water, thinking: ‘May I not accidentally injure any little creatures that happen to be in the wrong place.’ Such was my living in disgust of sin.	mn12	47	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:48.1	And this is what my seclusion was like. I would plunge deep into a wilderness region and stay there. When I saw a cowherd or a shepherd, or someone gathering grass or sticks, or a lumberjack, I’d flee from forest to forest, from thicket to thicket, from valley to valley, from uplands to uplands. Why is that? So that I wouldn’t see them, nor they me. I fled like a wild deer seeing a human being. Such was my practice of seclusion.	mn12	48	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:49.1	I would go on all fours into the cow-pens after the cattle had left and eat the dung of the young suckling calves. As long as my own urine and excrement lasted, I would even eat that. Such was my eating of most unnatural things. I would plunge deep into an awe-inspiring forest grove and stay there. It was so awe-inspiring that normally it would make your hair stand on end if you weren’t free of greed. And on days such as the cold spell when the snow falls in the dead of winter, I stayed in the open by night and in the forest by day. But in the last month of summer I’d stay in the open by day and in the forest by night. And then these verses, which were neither supernaturally inspired, nor learned before in the past, occurred to me: ‘Scorched and frozen, alone in the awe-inspiring forest. Naked, no fire to sit beside, the sage still pursues his quest.’ I would make my bed in a charnel ground, with the bones of the dead for a pillow. Then the cowboys would come up to me. They’d spit and piss on me, throw mud on me, even poke sticks in my ears. But I don’t recall ever having a bad thought about them. Such was my abiding in equanimity.	mn12	49	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:52.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from food.’ They say: ‘Let’s live on jujubes.’ So they eat jujubes and jujube powder, and drink jujube juice. And they enjoy many jujube concoctions. I recall eating just a single jujube. You might think that at that time the jujubes must have been very big. But you should not see it like this. The jujubes then were at most the same size as today. Eating so very little, my body became extremely emaciated. Due to eating so little, my limbs became like the joints of an eighty-year-old or a corpse, my bottom became like a camel’s hoof, my vertebrae stuck out like beads on a string, and my ribs were as gaunt as the broken-down rafters on an old barn. Due to eating so little, the gleam of my eyes sank deep in their sockets, like the gleam of water sunk deep down a well. Due to eating so little, my scalp shriveled and withered like a green bitter-gourd in the wind and sun. Due to eating so little, the skin of my belly stuck to my backbone, so that when I tried to rub the skin of my belly I grabbed my backbone, and when I tried to rub my backbone I rubbed the skin of my belly. Due to eating so little, when I tried to urinate or defecate I fell face down right there. Due to eating so little, when I tried to relieve my body by rubbing my limbs with my hands, the hair, rotted at its roots, fell out.	mn12	52	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:53-55.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from food.’ They say: ‘Let’s live on mung beans.’ … ‘Let’s live on sesame.’ … ‘Let’s live on ordinary rice.’ … Due to eating so little, when I tried to relieve my body by rubbing my limbs with my hands, the hair, rotted at its roots, fell out.	mn12	53-55	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:56.1	But Sāriputta, I did not achieve any superhuman distinction in knowledge and vision worthy of the noble ones by that conduct, that practice, that grueling work. Why is that? Because I didn’t achieve that noble wisdom that’s noble and emancipating, and which leads someone who practices it to the complete ending of suffering.	mn12	56	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:57.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from transmigration.’ But it’s not easy to find a realm that I haven’t previously transmigrated to in all this long time, except for the gods of the pure abodes. For if I had transmigrated to the gods of the pure abodes I would not have returned to this realm again.	mn12	57	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:58.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from rebirth.’ But it’s not easy to find any rebirth that I haven’t previously been reborn in …	mn12	58	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:59.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from abode of rebirth.’ But it’s not easy to find an abode where I haven’t previously abided …	mn12	59	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:60.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from sacrifice.’ But it’s not easy to find a sacrifice that I haven’t previously offered in all this long time, when I was an anointed aristocratic king or a well-to-do brahmin.	mn12	60	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:61.1	There are some ascetics and brahmins who have this doctrine and view: ‘Purity comes from serving the sacred flame.’ But it’s not easy to find a fire that I haven’t previously served in all this long time, when I was an anointed aristocratic king or a well-to-do brahmin.	mn12	61	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:62.1	There are some ascetics and brahmins who have this doctrine and view: ‘So long as this gentleman is youthful, young, black-haired, blessed with youth, in the prime of life he will be endowed with perfect lucidity of wisdom. But when he’s old, elderly, and senior, advanced in years, and has reached the final stage of life—eighty, ninety, or a hundred years old—he will lose his lucidity of wisdom.’ But you should not see it like this. For now I am old, elderly, and senior, I’m advanced in years, and have reached the final stage of life. I am eighty years old. Suppose I had four disciples with a lifespan of a hundred years. And they each were perfect in memory, range, retention, and perfect lucidity of wisdom. Imagine how easily a well-trained expert archer with a strong bow would shoot a light arrow across the shadow of a palm tree. That’s how extraordinary they were in memory, range, retention, and perfect lucidity of wisdom. They’d bring up questions about the four kinds of mindfulness meditation again and again, and I would answer each question. They’d remember the answers and not ask the same question twice. And they’d pause only to eat and drink, go to the toilet, and sleep to dispel weariness. But the Realized One would not run out of Dhamma teachings, words and phrases of the teachings, or spontaneous answers. And at the end of a hundred years my four disciples would pass away. Even if you have to carry me around on a stretcher, there will never be any deterioration in the Realized One’s lucidity of wisdom.	mn12	62	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:63.1	And if there’s anyone of whom it may be rightly said that a being not liable to delusion has arisen in the world for the welfare and happiness of the people, for the benefit, welfare, and happiness of gods and humans, it’s of me that this should be said.”	mn12	63	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:64.1	Now at that time Venerable Nāgasamāla was standing behind the Buddha fanning him. Then he said to the Buddha: “It’s incredible, sir, it’s amazing! While I was listening to this exposition of the teaching my hair stood up! What is the name of this exposition of the teaching?” “Well, Nāgasamāla, you may remember this exposition of the teaching as ‘The Hair-raising Discourse’.”	mn12	64	1	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn12:64.7	That is what the Buddha said. Satisfied, Venerable Nāgasamāla was happy with what the Buddha said.	mn12	64	7	mn	12	The Longer Discourse on the Lion’s Roar	near Vesālī in a woodland grove behind the town	Vajjī
mn13:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. Then several mendicants robed up in the morning and, taking their bowls and robes, entered Sāvatthī for alms. Then it occurred to them, “It’s too early to wander for alms in Sāvatthī. Why don’t we go to the monastery of the wanderers who follow other paths?” Then they went to the monastery of the wanderers who follow other paths, and exchanged greetings with the wanderers there. When the greetings and polite conversation were over, they sat down to one side. The wanderers said to them:	mn13	1	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:3.1	“Reverends, the ascetic Gotama advocates the complete understanding of sensual pleasures, and so do we. The ascetic Gotama advocates the complete understanding of sights, and so do we. The ascetic Gotama advocates the complete understanding of feelings, and so do we. What, then, is the difference between the ascetic Gotama’s teaching and instruction and ours?”	mn13	3	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:4.1	Those mendicants neither approved nor dismissed that statement of the wanderers who follow other paths. They got up from their seat, thinking, “We will learn the meaning of this statement from the Buddha himself.” Then, after the meal, when they returned from almsround, they went up to the Buddha, bowed, sat down to one side, and told him what had happened. The Buddha said:	mn13	4	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:6.1	“Mendicants, when wanderers who follow other paths say this, you should say to them: ‘But reverends, what’s the gratification, the drawback, and the escape when it comes to sensual pleasures? What’s the gratification, the drawback, and the escape when it comes to sights? What’s the gratification, the drawback, and the escape when it comes to feelings?’ Questioned like this, the wanderers who follow other paths would be stumped, and, in addition, would get frustrated. Why is that? Because they’re out of their element. I don’t see anyone in this world—with its gods, Māras, and Brahmās, this population with its ascetics and brahmins, its gods and humans—who could provide a satisfying answer to these questions except for the Realized One or his disciple or someone who has heard it from them.	mn13	6	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:7.1	And what is the gratification of sensual pleasures? There are these five kinds of sensual stimulation. What five? Sights known by the eye that are likable, desirable, agreeable, pleasant, sensual, and arousing. Sounds known by the ear … Smells known by the nose … Tastes known by the tongue … Touches known by the body that are likable, desirable, agreeable, pleasant, sensual, and arousing. These are the five kinds of sensual stimulation. The pleasure and happiness that arise from these five kinds of sensual stimulation: this is the gratification of sensual pleasures. And what is the drawback of sensual pleasures? It’s when a gentleman earns a living by means such as computing, accounting, calculating, farming, trade, raising cattle, archery, government service, or one of the professions. But they must face cold and heat, being hurt by the touch of flies, mosquitoes, wind, sun, and reptiles, and risking death from hunger and thirst. This is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. That gentleman might try hard, strive, and make an effort, but fail to earn any money. If this happens, they sorrow and wail and lament, beating their breast and falling into confusion, saying: ‘Oh, my hard work is wasted. My efforts are fruitless!’ This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. That gentleman might try hard, strive, and make an effort, and succeed in earning money. But they experience pain and sadness when they try to protect it, thinking: ‘How can I prevent my wealth from being taken by rulers or bandits, consumed by fire, swept away by flood, or taken by unloved heirs?’ And even though they protect it and ward it, rulers or bandits take it, or fire consumes it, or flood sweeps it away, or unloved heirs take it. They sorrow and wail and lament, beating their breast and falling into confusion: ‘What used to be mine is gone.’ This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures kings fight with kings, aristocrats fight with aristocrats, brahmins fight with brahmins, and householders fight with householders. A mother fights with her child, child with mother, father with child, and child with father. Brother fights with brother, brother with sister, sister with brother, and friend fights with friend. Once they’ve started quarreling, arguing, and disputing, they attack each other with fists, stones, rods, and swords, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they don their sword and shield, fasten their bow and arrows, and plunge into a battle massed on both sides, with arrows and spears flying and swords flashing. There they are struck with arrows and spears, and their heads are chopped off, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they don their sword and shield, fasten their bow and arrows, and charge wetly plastered bastions, with arrows and spears flying and swords flashing. There they are struck with arrows and spears, splashed with dung, crushed with spiked blocks, and their heads are chopped off, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they break into houses, plunder wealth, steal from isolated buildings, commit highway robbery, and commit adultery. The rulers would arrest them and subject them to various punishments— whipping, caning, and clubbing; cutting off hands or feet, or both; cutting off ears or nose, or both; the ‘porridge pot’, the ‘shell-shave’, the ‘demon’s mouth’, the ‘garland of fire’, the ‘burning hand’, the ‘grass blades’, the ‘bark dress’, the ‘antelope’, the ‘meat hook’, the ‘coins’, the ‘caustic pickle’, the ‘twisting bar’, the ‘straw mat’; being splashed with hot oil, being fed to the dogs, being impaled alive, and being beheaded. These result in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures, they conduct themselves badly by way of body, speech, and mind. When their body breaks up, after death, they’re reborn in a place of loss, a bad place, the underworld, hell. This is a drawback of sensual pleasures to do with lives to come, a mass of suffering caused by sensual pleasures.	mn13	7	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:16.1	And what is the escape from sensual pleasures? Removing and giving up desire and greed for sensual pleasures: this is the escape from sensual pleasures. There are ascetics and brahmins who don’t truly understand sensual pleasures’ gratification, drawback, and escape in this way for what they are. It’s impossible for them to completely understand sensual pleasures themselves, or to instruct another so that, practicing accordingly, they will completely understand sensual pleasures. There are ascetics and brahmins who do truly understand sensual pleasures’ gratification, drawback, and escape in this way for what they are. It is possible for them to completely understand sensual pleasures themselves, or to instruct another so that, practicing accordingly, they will completely understand sensual pleasures. And what is the gratification of sights? Suppose there was a girl of the brahmins, aristocrats, or householders in her fifteenth or sixteenth year, neither too tall nor too short, neither too thin nor too fat, neither too dark nor too fair. Is she not at the height of her beauty and prettiness?” “Yes, sir.” “The pleasure and happiness that arise from this beauty and prettiness is the gratification of sights. And what is the drawback of sights? Suppose that some time later you were to see that same sister—eighty, ninety, or a hundred years old—bent double, crooked, leaning on a staff, trembling as they walk, ailing, past their prime, with teeth broken, hair grey and scanty or bald, skin wrinkled, and limbs blotchy. What do you think, mendicants? Has not that former beauty vanished and the drawback become clear?” “Yes, sir.” “This is the drawback of sights. Furthermore, suppose that you were to see that same sister sick, suffering, gravely ill, collapsed in her own urine and feces, being picked up by some and put down by others. What do you think, mendicants? Has not that former beauty vanished and the drawback become clear?” “Yes, sir.” “This too is the drawback of sights. Furthermore, suppose that you were to see that same sister as a corpse discarded in a charnel ground. And she had been dead for one, two, or three days, bloated, livid, and festering. What do you think, mendicants? Has not that former beauty vanished and the drawback become clear?” “Yes, sir.” “This too is the drawback of sights. Furthermore, suppose that you were to see that same sister as a corpse discarded in a charnel ground. And she was being devoured by crows, hawks, vultures, herons, dogs, tigers, leopards, jackals, and many kinds of little creatures … Furthermore, suppose that you were to see that same sister as a corpse discarded in a charnel ground. And she had been reduced to a skeleton with flesh and blood, held together by sinews … a skeleton rid of flesh but smeared with blood, and held together by sinews … a skeleton rid of flesh and blood, held together by sinews … bones without sinews scattered in every direction. Here a hand-bone, there a foot-bone, here a shin-bone, there a thigh-bone, here a hip-bone, there a rib-bone, here a back-bone, there an arm-bone, here a neck-bone, there a jaw-bone, here a tooth, there the skull. … Furthermore, suppose that you were to see that same sister as a corpse discarded in a charnel ground. And she had been reduced to white bones, the color of shells … decrepit bones, heaped in a pile … bones rotted and crumbled to powder. What do you think, mendicants? Has not that former beauty vanished and the drawback become clear?” “Yes, sir.” “This too is the drawback of sights.	mn13	16	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:30.1	And what is the escape from sights? Removing and giving up desire and greed for sights: this is the escape from sights. There are ascetics and brahmins who don’t truly understand sights’ gratification, drawback, and escape in this way for what they are. It’s impossible for them to completely understand sights themselves, or to instruct another so that, practicing accordingly, they will completely understand sights. There are ascetics and brahmins who do truly understand sights’ gratification, drawback, and escape in this way for what they are. It is possible for them to completely understand sights themselves, or to instruct another so that, practicing accordingly, they will completely understand sights.	mn13	30	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:32.1	And what is the gratification of feelings? It’s when a mendicant, quite secluded from sensual pleasures, secluded from unskillful qualities, enters and remains in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected. At that time a mendicant doesn’t intend to hurt themselves, hurt others, or hurt both; they feel only feelings that are not hurtful. Freedom from being hurt is the ultimate gratification of feelings, I say. Furthermore, a mendicant enters and remains in the second absorption … third absorption … fourth absorption. At that time a mendicant doesn’t intend to hurt themselves, hurt others, or hurt both; they feel only feelings that are not hurtful. Freedom from being hurt is the ultimate gratification of feelings, I say.	mn13	32	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:36.1	And what is the drawback of feelings? That feelings are impermanent, suffering, and perishable: this is their drawback.	mn13	36	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:37.1	And what is the escape from feelings? Removing and giving up desire and greed for feelings: this is the escape from feelings.	mn13	37	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:38.1	There are ascetics and brahmins who don’t truly understand feelings’ gratification, drawback, and escape in this way for what they are. It’s impossible for them to completely understand feelings themselves, or to instruct another so that, practicing accordingly, they will completely understand feelings. There are ascetics and brahmins who do truly understand feelings’ gratification, drawback, and escape in this way for what they are. It is possible for them to completely understand feelings themselves, or to instruct another so that, practicing accordingly, they will completely understand feelings.”	mn13	38	1	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn13:38.3	That is what the Buddha said. Satisfied, the mendicants were happy with what the Buddha said.	mn13	38	3	mn	13	The Longer Discourse on the Mass of Suffering	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn14:1.1	So I have heard. At one time the Buddha was staying in the land of the Sakyans, near Kapilavatthu in the Banyan Tree Monastery. Then Mahānāma the Sakyan went up to the Buddha, bowed, sat down to one side, and said to him,	mn14	1	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:2.2	“For a long time, sir, I have understood your teaching like this: ‘Greed, hate, and delusion are corruptions of the mind.’ Despite understanding this, sometimes my mind is occupied by thoughts of greed, hate, and delusion. I wonder what qualities remain in me that I have such thoughts?”	mn14	2	2	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:3.1	“Mahānāma, there is a quality that remains in you that makes you have such thoughts. For if you had given up that quality you would not still be living at home and enjoying sensual pleasures. But because you haven’t given up that quality you are still living at home and enjoying sensual pleasures. Sensual pleasures give little gratification and much suffering and distress, and they are all the more full of drawbacks. Even though a noble disciple has clearly seen this with right wisdom, so long as they don’t achieve the rapture and bliss that are apart from sensual pleasures and unskillful qualities, or something even more peaceful than that, they might still return to sensual pleasures. But when they do achieve that rapture and bliss, or something more peaceful than that, they will not return to sensual pleasures. Before my awakening—when I was still unawakened but intent on awakening—I too clearly saw with right wisdom that: ‘Sensual pleasures give little gratification and much suffering and distress, and they are all the more full of drawbacks.’ But so long as I didn’t achieve the rapture and bliss that are apart from sensual pleasures and unskillful qualities, or something even more peaceful than that, I didn’t announce that I would not return to sensual pleasures. But when I did achieve that rapture and bliss, or something more peaceful than that, I announced that I would not return to sensual pleasures.	mn14	3	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:6.1	And what is the gratification of sensual pleasures? There are these five kinds of sensual stimulation. What five? Sights known by the eye that are likable, desirable, agreeable, pleasant, sensual, and arousing. Sounds known by the ear … Smells known by the nose … Tastes known by the tongue … Touches known by the body that are likable, desirable, agreeable, pleasant, sensual, and arousing. These are the five kinds of sensual stimulation. The pleasure and happiness that arise from these five kinds of sensual stimulation: this is the gratification of sensual pleasures.	mn14	6	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:7.1	And what is the drawback of sensual pleasures? It’s when a gentleman earns a living by means such as computing, accounting, calculating, farming, trade, raising cattle, archery, government service, or one of the professions. But they must face cold and heat, being hurt by the touch of flies, mosquitoes, wind, sun, and reptiles, and risking death from hunger and thirst. This is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. That gentleman might try hard, strive, and make an effort, but fail to earn any money. If this happens, they sorrow and wail and lament, beating their breast and falling into confusion, saying: ‘Oh, my hard work is wasted. My efforts are fruitless!’ This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. That gentleman might try hard, strive, and make an effort, and succeed in earning money. But they experience pain and sadness when they try to protect it, thinking: ‘How can I prevent my wealth from being taken by rulers or bandits, consumed by fire, swept away by flood, or taken by unloved heirs?’ And even though they protect it and ward it, rulers or bandits take it, or fire consumes it, or flood sweeps it away, or unloved heirs take it. They sorrow and wail and lament, beating their breast and falling into confusion: ‘What used to be mine is gone.’ This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures kings fight with kings, aristocrats fight with aristocrats, brahmins fight with brahmins, and householders fight with householders. A mother fights with her child, child with mother, father with child, and child with father. Brother fights with brother, brother with sister, sister with brother, and friend fights with friend. Once they’ve started quarreling, arguing, and disputing, they attack each other with fists, stones, rods, and swords, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they don their sword and shield, fasten their bow and arrows, and plunge into a battle massed on both sides, with arrows and spears flying and swords flashing. There they are struck with arrows and spears, and their heads are chopped off, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they don their sword and shield, fasten their bow and arrows, and charge wetly plastered bastions, with arrows and spears flying and swords flashing. There they are struck with arrows and spears, splashed with dung, crushed with spiked blocks, and their heads are chopped off, resulting in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures they break into houses, plunder wealth, steal from isolated buildings, commit highway robbery, and commit adultery. The rulers would arrest them and subject them to various punishments— whipping, caning, and clubbing; cutting off hands or feet, or both; cutting off ears or nose, or both; the ‘porridge pot’, the ‘shell-shave’, the ‘demon’s mouth’, the ‘garland of fire’, the ‘burning hand’, the ‘grass blades’, the ‘bark dress’, the ‘antelope’, the ‘meat hook’, the ‘coins’, the ‘caustic pickle’, the ‘twisting bar’, the ‘straw mat’; being splashed with hot oil, being fed to the dogs, being impaled alive, and being beheaded. These result in death and deadly pain. This too is a drawback of sensual pleasures apparent in this very life, a mass of suffering caused by sensual pleasures. Furthermore, for the sake of sensual pleasures, they conduct themselves badly by way of body, speech, and mind. When their body breaks up, after death, they’re reborn in a place of loss, a bad place, the underworld, hell. This is a drawback of sensual pleasures to do with lives to come, a mass of suffering caused by sensual pleasures.	mn14	7	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:15.1	Mahānāma, this one time I was staying near Rājagaha, on the Vulture’s Peak Mountain. Now at that time several Jain ascetics on the slopes of Isigili at the Black Rock were constantly standing, refusing seats. And they felt painful, sharp, severe, acute feelings due to overexertion. Then in the late afternoon, I came out of retreat and went to the Black Rock to visit those Jain ascetics. I said to them, ‘Reverends, why are you constantly standing, refusing seats, so that you suffer painful, sharp, severe, acute feelings due to overexertion?’ When I said this, those Jain ascetics said to me, ‘Reverend, the Jain leader Nātaputta claims to be all-knowing and all-seeing, to know and see everything without exception, thus: “Knowledge and vision are constantly and continually present to me, while walking, standing, sleeping, and waking.” He says, “O Jain ascetics, you have done bad deeds in a past life. Wear them away with these severe and grueling austerities. And when you refrain from such deeds in the present by way of body, speech, and mind, you’re not doing any bad deeds for the future. So, due to eliminating past deeds by mortification, and not doing any new deeds, there’s nothing to come up in the future. With nothing to come up in the future, deeds end. With the ending of deeds, suffering ends. With the ending of suffering, feeling ends. And with the ending of feeling, all suffering will have been worn away.” We like and accept this, and we are satisfied with it.’	mn14	15	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:18.1	When they said this, I said to them, ‘But reverends, do you know for sure that you existed in the past, and it is not the case that you didn’t exist?’ ‘No we don’t, reverend.’ ‘But reverends, do you know for sure that you did bad deeds in the past?’ ‘No we don’t, reverend.’ ‘But reverends, do you know that you did such and such bad deeds?’ ‘No we don’t, reverend.’ ‘But reverends, do you know that so much suffering has already been worn away? Or that so much suffering still remains to be worn away? Or that when so much suffering is worn away all suffering will have been worn away?’ ‘No we don’t, reverend.’ ‘But reverends, do you know about giving up unskillful qualities in the present life and embracing skillful qualities?’ ‘No we don’t, reverend.’ ‘So it seems that you don’t know any of these things. That being so, when those in the world who are violent and bloody-handed and make their living by cruelty are reborn among humans they go forth as Jain ascetics.’	mn14	18	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:20.1	‘Reverend Gotama, pleasure is not gained through pleasure; pleasure is gained through pain. For if pleasure were to be gained through pleasure, King Seniya Bimbisāra of Māgadha would gain pleasure, since he lives in greater pleasure than Venerable Gotama.’ ‘Clearly the venerables have spoken rashly, without reflection. Rather, I’m the one who should be asked about who lives in greater pleasure, King Bimbisāra or Venerable Gotama?’ ‘Clearly we spoke rashly and without reflection. But forget about that. Now we ask Venerable Gotama: “Who lives in greater pleasure, King Bimbisāra or Venerable Gotama?”'	mn14	20	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:21.1	‘Well then, reverends, I’ll ask you about this in return, and you can answer as you like. What do you think, reverends? Is King Bimbisāra capable of experiencing perfect happiness for seven days and nights without moving his body or speaking?’ ‘No he is not, reverend.’ ‘What do you think, reverends? Is King Bimbisāra capable of experiencing perfect happiness for six days … five days … four days … three days … two days … one day?’ ‘No he is not, reverend.’ ‘But I am capable of experiencing perfect happiness for one day and night without moving my body or speaking. I am capable of experiencing perfect happiness for two days … three days … four days … five days … six days … seven days. What do you think, reverends? This being so, who lives in greater pleasure, King Bimbisāra or I?’ ‘This being so, Venerable Gotama lives in greater pleasure than King Bimbisāra.’”	mn14	21	1	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn14:21.22	That is what the Buddha said. Satisfied, Mahānāma the Sakyan was happy with what the Buddha said.	mn14	21	22	mn	14	The Shorter Discourse on the Mass of Suffering	near Kapilavatthu in the Banyan Tree Monastery	Sākya
mn15:1.1	So I have heard. At one time Venerable Mahāmoggallāna was staying in the land of the Bhaggas on Crocodile Hill, in the deer park at Bhesakaḷā’s Wood. There Venerable Mahāmoggallāna addressed the mendicants: “Reverends, mendicants!” “Reverend,” they replied. Venerable Mahāmoggallāna said this:	mn15	1	1	mn	15	Measuring Up	on Crocodile Hill, in the deer park at Bhesakaḷā’s Wood	Bhagga
